center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses03_frustration_11_B_034,Ses03_frustration_11_B_032,Ses03_frustration_11_A_033,Neutral,Anger,Frustration,2,1,1,0,0
Ses03_frustration_11_A_036,Ses03_frustration_11_A_033,Ses03_frustration_11_B_035,Neutral,Frustration,Neutral,3,1,1,0,0
Ses03_frustration_11_B_038,Ses03_frustration_11_B_035,Ses03_frustration_11_A_036,Happiness,Neutral,Neutral,2,1,1,0,0
Ses03_frustration_11_A_039,Ses03_frustration_11_A_036,Ses03_frustration_11_B_038,Happiness,Neutral,Happiness,2,1,1,0,0
Ses03_frustration_11_B_040,Ses03_frustration_11_B_038,Ses03_frustration_11_A_039,Neutral,Happiness,Happiness,2,1,1,0,0
Ses03_frustration_11_A_044,Ses03_frustration_11_A_039,Ses03_frustration_11_B_043,Anger,Happiness,Disappointment,4,1,1,0,0
Ses03_frustration_11_B_045,Ses03_frustration_11_B_043,Ses03_frustration_11_A_044,Anger,Disappointment,Anger,2,1,1,0,0
Ses03_frustration_12_A_003,Ses03_frustration_12_A_001,Ses03_frustration_12_B_002,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_frustration_12_A_009,Ses03_frustration_12_A_007,Ses03_frustration_12_B_008,Neutral,Surprise,Disappointment,2,1,1,0,0
Ses03_frustration_12_B_010,Ses03_frustration_12_B_008,Ses03_frustration_12_A_009,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses03_frustration_12_A_025,Ses03_frustration_12_A_023,Ses03_frustration_12_B_024,Neutral,Surprise,Frustration,2,1,1,0,0
Ses04_frustration_13_A_009,Ses04_frustration_13_A_007,Ses04_frustration_13_B_008,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_frustration_13_A_016,Ses04_frustration_13_A_014,Ses04_frustration_13_B_015,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_frustration_13_A_018,Ses04_frustration_13_A_016,Ses04_frustration_13_B_017,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_frustration_13_B_027,Ses04_frustration_13_B_026,Ses04_frustration_13_A_024,Neutral,Disappointment,Neutral,1,3,1,0,0
Ses04_frustration_13_A_034,Ses04_frustration_13_A_033,Ses04_frustration_13_B_032,Neutral,Relaxation,Neutral,1,2,1,0,0
Ses04_frustration_13_B_043,Ses04_frustration_13_B_041,Ses04_frustration_13_A_042,Neutral,Disappointment,Disappointment,2,1,1,0,0
Ses04_frustration_13_A_045,Ses04_frustration_13_A_042,Ses04_frustration_13_B_044,Happiness,Disappointment,Disappointment,3,1,1,0,0
Ses04_frustration_13_B_046,Ses04_frustration_13_B_044,Ses04_frustration_13_A_045,Neutral,Disappointment,Happiness,2,1,1,0,0
Ses04_frustration_13_B_047,Ses04_frustration_13_B_046,Ses04_frustration_13_A_045,Happiness,Neutral,Happiness,1,2,1,0,0
Ses04_frustration_13_B_050,Ses04_frustration_13_B_049,Ses04_frustration_13_A_048,Neutral,Disappointment,Happiness,1,2,1,0,0
Ses04_frustration_13_A_051,Ses04_frustration_13_A_048,Ses04_frustration_13_B_050,Neutral,Happiness,Neutral,3,1,1,0,0
Ses04_frustration_13_B_056,Ses04_frustration_13_B_054,Ses04_frustration_13_A_055,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses04_frustration_13_B_061,Ses04_frustration_13_B_059,Ses04_frustration_13_A_060,Neutral,Surprise,Surprise,2,1,1,0,0
Ses04_frustration_13_A_066,Ses04_frustration_13_A_064,Ses04_frustration_13_B_065,Neutral,Frustration,Neutral,2,1,1,0,0
Ses04_frustration_13_B_079,Ses04_frustration_13_B_076,Ses04_frustration_13_A_078,Happiness,Neutral,Neutral,3,1,1,0,0
Ses04_frustration_13_B_081,Ses04_frustration_13_B_079,Ses04_frustration_13_A_080,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_frustration_13_B_085,Ses04_frustration_13_B_083,Ses04_frustration_13_A_084,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses04_frustration_13_A_090,Ses04_frustration_13_A_087,Ses04_frustration_13_B_089,Neutral,Surprise,Neutral,3,1,1,0,0
Ses04_frustration_13_A_092,Ses04_frustration_13_A_090,Ses04_frustration_13_B_091,Anger,Neutral,Neutral,2,1,1,0,0
Ses04_frustration_13_A_094,Ses04_frustration_13_A_092,Ses04_frustration_13_B_093,Happiness,Anger,Neutral,2,1,1,0,0
Ses04_frustration_13_A_095,Ses04_frustration_13_A_094,Ses04_frustration_13_B_093,Neutral,Happiness,Neutral,1,2,1,0,0
Ses04_frustration_13_B_100,Ses04_frustration_13_B_098,Ses04_frustration_13_A_099,Neutral,Disappointment,Frustration,2,1,1,0,0
Ses04_frustration_13_A_106,Ses04_frustration_13_A_103,Ses04_frustration_13_B_105,Neutral,Surprise,Neutral,3,1,1,0,0
Ses04_frustration_13_A_108,Ses04_frustration_13_A_106,Ses04_frustration_13_B_105,Anger,Neutral,Neutral,1,2,1,0,0
Ses04_frustration_13_B_115,Ses04_frustration_13_B_114,Ses04_frustration_13_A_113,Neutral,Frustration,Surprise,1,2,1,0,0
Ses04_frustration_14_A_004,Ses04_frustration_14_A_002,Ses04_frustration_14_B_003,Neutral,Happiness,Happiness,2,1,1,0,0
Ses04_frustration_14_B_005,Ses04_frustration_14_B_003,Ses04_frustration_14_A_004,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_frustration_14_A_006,Ses04_frustration_14_A_004,Ses04_frustration_14_B_005,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_frustration_14_B_007,Ses04_frustration_14_B_005,Ses04_frustration_14_A_006,Happiness,Neutral,Happiness,2,1,1,0,0
Ses04_frustration_14_A_010,Ses04_frustration_14_A_008,Ses04_frustration_14_B_007,Neutral,Happiness,Happiness,1,2,1,0,0
Ses04_frustration_14_B_014,Ses04_frustration_14_B_011,Ses04_frustration_14_A_012,Anger,Frustration,Neutral,2,1,1,0,0
Ses04_frustration_14_B_021,Ses04_frustration_14_B_019,Ses04_frustration_14_A_018,Neutral,Disappointment,Frustration,1,2,1,0,0
Ses04_frustration_14_A_022,Ses04_frustration_14_A_018,Ses04_frustration_14_B_021,Happiness,Frustration,Neutral,3,1,1,0,0
Ses04_frustration_14_A_025,Ses04_frustration_14_A_022,Ses04_frustration_14_B_023,Neutral,Happiness,Frustration,2,1,1,0,0
Ses04_frustration_14_B_027,Ses04_frustration_14_B_023,Ses04_frustration_14_A_025,Anger,Frustration,Neutral,2,1,1,0,0
Ses04_frustration_15_B_010,Ses04_frustration_15_B_008,Ses04_frustration_15_A_009,Neutral,Frustration,Neutral,2,1,1,0,0
Ses04_frustration_15_B_015,Ses04_frustration_15_B_014,Ses04_frustration_15_A_011,Happiness,Frustration,Neutral,1,4,1,0,0
Ses04_frustration_15_A_016,Ses04_frustration_15_A_011,Ses04_frustration_15_B_015,Happiness,Neutral,Happiness,5,1,1,0,0
Ses04_frustration_15_A_020,Ses04_frustration_15_A_018,Ses04_frustration_15_B_019,Neutral,Happiness,Surprise,2,1,1,0,0
Ses04_frustration_15_B_021,Ses04_frustration_15_B_019,Ses04_frustration_15_A_020,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_frustration_15_A_022,Ses04_frustration_15_A_020,Ses04_frustration_15_B_021,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_frustration_15_A_025,Ses04_frustration_15_A_024,Ses04_frustration_15_B_023,Neutral,Happiness,Neutral,1,2,1,0,0
Ses04_frustration_16_B_016,Ses04_frustration_16_B_011,Ses04_frustration_16_A_015,Happiness,Sadness,Neutral,5,1,1,0,0
Ses04_frustration_16_A_017,Ses04_frustration_16_A_015,Ses04_frustration_16_B_016,Happiness,Neutral,Happiness,2,1,1,0,0
Ses04_frustration_16_B_018,Ses04_frustration_16_B_016,Ses04_frustration_16_A_017,Sadness,Happiness,Happiness,2,1,1,0,0
Ses04_frustration_16_A_021,Ses04_frustration_16_A_017,Ses04_frustration_16_B_020,Neutral,Happiness,Sadness,4,1,1,0,0
Ses05_frustration_17_A_003,Ses05_frustration_17_A_001,Ses05_frustration_17_B_002,Neutral,Fear,Neutral,2,1,1,0,0
Ses05_frustration_17_A_005,Ses05_frustration_17_A_003,Ses05_frustration_17_B_004,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_frustration_17_B_006,Ses05_frustration_17_B_004,Ses05_frustration_17_A_005,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_frustration_17_A_007,Ses05_frustration_17_A_005,Ses05_frustration_17_B_006,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_frustration_17_B_009,Ses05_frustration_17_B_006,Ses05_frustration_17_A_007,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_frustration_17_A_011,Ses05_frustration_17_A_010,Ses05_frustration_17_B_009,Happiness,Relaxation,Neutral,1,2,1,0,0
Ses05_frustration_17_A_018,Ses05_frustration_17_A_016,Ses05_frustration_17_B_017,Neutral,Fear,Neutral,2,1,1,0,0
Ses05_frustration_17_B_019,Ses05_frustration_17_B_017,Ses05_frustration_17_A_018,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_frustration_17_B_021,Ses05_frustration_17_B_019,Ses05_frustration_17_A_020,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_frustration_17_A_030,Ses05_frustration_17_A_028,Ses05_frustration_17_B_029,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses05_frustration_17_B_032,Ses05_frustration_17_B_029,Ses05_frustration_17_A_031,Happiness,Neutral,Neutral,3,1,1,0,0
Ses05_frustration_17_B_034,Ses05_frustration_17_B_032,Ses05_frustration_17_A_033,Neutral,Happiness,Frustration,2,1,1,0,0
Ses05_frustration_17_A_038,Ses05_frustration_17_A_036,Ses05_frustration_17_B_037,Neutral,Frustration,Neutral,2,1,1,0,0
Ses05_frustration_17_B_039,Ses05_frustration_17_B_037,Ses05_frustration_17_A_038,Anger,Neutral,Neutral,2,1,1,0,0
Ses05_frustration_17_B_042,Ses05_frustration_17_B_039,Ses05_frustration_17_A_041,Neutral,Anger,Fear,2,1,1,0,0
Ses05_frustration_17_B_044,Ses05_frustration_17_B_042,Ses05_frustration_17_A_043,Anger,Neutral,Surprise,2,1,1,0,0
Ses05_frustration_17_B_046,Ses05_frustration_17_B_044,Ses05_frustration_17_A_045,Neutral,Anger,Fear,2,1,1,0,0
Ses05_frustration_17_A_051,Ses05_frustration_17_A_049,Ses05_frustration_17_B_050,Anger,Fear,Fear,2,1,1,0,0
Ses05_frustration_17_B_053,Ses05_frustration_17_B_050,Ses05_frustration_17_A_051,Anger,Fear,Anger,2,1,1,0,0
Ses05_frustration_17_A_057,Ses05_frustration_17_A_054,Ses05_frustration_17_B_056,Sadness,Fear,Fear,2,1,1,0,0
Ses05_frustration_17_B_058,Ses05_frustration_17_B_056,Ses05_frustration_17_A_057,Neutral,Fear,Sadness,2,1,1,0,0
Ses05_frustration_17_A_059,Ses05_frustration_17_A_057,Ses05_frustration_17_B_058,Anger,Sadness,Neutral,2,1,1,0,0
Ses05_frustration_17_B_062,Ses05_frustration_17_B_060,Ses05_frustration_17_A_061,Happiness,Fear,Fear,2,1,1,0,0
Ses05_frustration_17_B_066,Ses05_frustration_17_B_062,Ses05_frustration_17_A_064,Neutral,Happiness,Fear,2,1,1,0,0
Ses05_frustration_17_A_070,Ses05_frustration_17_A_067,Ses05_frustration_17_B_069,Neutral,Fear,Frustration,2,1,1,0,0
Ses05_frustration_17_B_071,Ses05_frustration_17_B_069,Ses05_frustration_17_A_070,Neutral,Frustration,Neutral,2,1,1,0,0
Ses05_frustration_17_B_073,Ses05_frustration_17_B_071,Ses05_frustration_17_A_072,Anger,Neutral,Frustration,2,1,1,0,0
Ses05_frustration_17_A_074,Ses05_frustration_17_A_072,Ses05_frustration_17_B_073,Anger,Frustration,Anger,2,1,1,0,0
Ses05_frustration_17_B_075,Ses05_frustration_17_B_073,Ses05_frustration_17_A_074,Neutral,Anger,Anger,2,1,1,0,0
Ses05_frustration_17_A_078,Ses05_frustration_17_A_076,Ses05_frustration_17_B_077,Neutral,Fear,Surprise,2,1,1,0,0
Ses05_frustration_17_B_080,Ses05_frustration_17_B_077,Ses05_frustration_17_A_078,Neutral,Surprise,Neutral,2,1,1,0,0
Ses05_frustration_17_A_084,Ses05_frustration_17_A_081,Ses05_frustration_17_B_083,Neutral,Fear,Neutral,3,1,1,0,0
Ses05_frustration_17_B_085,Ses05_frustration_17_B_083,Ses05_frustration_17_A_084,Sadness,Neutral,Neutral,2,1,1,0,0
Ses05_frustration_17_B_087,Ses05_frustration_17_B_085,Ses05_frustration_17_A_086,Neutral,Sadness,Neutral,2,1,1,0,0
Ses05_frustration_18_A_003,Ses05_frustration_18_A_002,pad,Neutral,Relaxation,pad,1,None,1,0,0
Ses05_frustration_18_B_014,Ses05_frustration_18_B_010,Ses05_frustration_18_A_013,Neutral,Fear,Surprise,4,1,1,0,0
Ses05_frustration_18_A_015,Ses05_frustration_18_A_013,Ses05_frustration_18_B_014,Neutral,Surprise,Neutral,2,1,1,0,0
Ses05_frustration_18_A_020,Ses05_frustration_18_A_018,Ses05_frustration_18_B_019,Neutral,Surprise,Frustration,2,1,1,0,0
Ses05_frustration_18_B_025,Ses05_frustration_18_B_023,Ses05_frustration_18_A_020,Neutral,Frustration,Neutral,1,3,1,0,0
Ses05_frustration_19_A_002,Ses05_frustration_19_A_001,pad,Anger,Neutral,pad,1,None,1,0,0
Ses05_frustration_19_A_004,Ses05_frustration_19_A_002,Ses05_frustration_19_B_003,Neutral,Anger,Neutral,2,1,1,0,0
Ses05_frustration_19_B_005,Ses05_frustration_19_B_003,Ses05_frustration_19_A_004,Anger,Neutral,Neutral,2,1,1,0,0
Ses05_frustration_19_B_007,Ses05_frustration_19_B_005,Ses05_frustration_19_A_006,Neutral,Anger,Neutral,2,1,1,0,0
Ses05_frustration_19_A_011,Ses05_frustration_19_A_009,Ses05_frustration_19_B_010,Sadness,Neutral,Neutral,2,1,1,0,0
Ses05_frustration_19_B_014,Ses05_frustration_19_B_012,Ses05_frustration_19_A_013,Anger,Disappointment,Disappointment,2,1,1,0,0
Ses05_frustration_19_A_015,Ses05_frustration_19_A_013,Ses05_frustration_19_B_014,Anger,Disappointment,Anger,2,1,1,0,0
Ses05_frustration_19_A_022,Ses05_frustration_19_A_017,Ses05_frustration_19_B_021,Anger,Frustration,Disappointment,5,1,1,0,0
Ses05_frustration_19_B_026,Ses05_frustration_19_B_023,Ses05_frustration_19_A_024,Anger,Disappointment,Anger,2,1,1,0,0
Ses05_frustration_19_B_029,Ses05_frustration_19_B_026,Ses05_frustration_19_A_027,Neutral,Anger,Frustration,2,1,1,0,0
Ses05_frustration_19_A_032,Ses05_frustration_19_A_030,Ses05_frustration_19_B_031,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses05_frustration_19_A_033,Ses05_frustration_19_A_032,Ses05_frustration_19_B_031,Anger,Neutral,Neutral,1,2,1,0,0
Ses05_frustration_19_A_038,Ses05_frustration_19_A_035,Ses05_frustration_19_B_036,Neutral,Disappointment,Disappointment,2,1,1,0,0
Ses05_frustration_20_A_004,Ses05_frustration_20_A_001,Ses05_frustration_20_B_003,Sadness,Disappointment,Sadness,2,1,1,0,0
Ses05_frustration_20_B_005,Ses05_frustration_20_B_003,Ses05_frustration_20_A_004,Neutral,Sadness,Sadness,2,1,1,0,0
Ses05_frustration_20_A_008,Ses05_frustration_20_A_007,Ses05_frustration_20_B_005,Anger,Surprise,Neutral,1,3,1,0,0
Ses05_frustration_20_B_012,Ses05_frustration_20_B_009,Ses05_frustration_20_A_011,Neutral,Fear,Disappointment,2,1,1,0,0
Ses05_frustration_20_A_013,Ses05_frustration_20_A_011,Ses05_frustration_20_B_012,Anger,Disappointment,Neutral,2,1,1,0,0
Ses05_frustration_20_A_018,Ses05_frustration_20_A_017,Ses05_frustration_20_B_016,Anger,Disappointment,Neutral,1,2,1,0,0
Ses05_frustration_20_B_019,Ses05_frustration_20_B_016,Ses05_frustration_20_A_018,Anger,Neutral,Anger,3,1,1,0,0
Ses05_frustration_20_B_022,Ses05_frustration_20_B_019,Ses05_frustration_20_A_020,Neutral,Anger,Anger,2,1,1,0,0
Ses05_frustration_20_A_025,Ses05_frustration_20_A_020,Ses05_frustration_20_B_024,Neutral,Anger,Neutral,4,1,1,0,0
Ses05_frustration_20_A_034,Ses05_frustration_20_A_032,Ses05_frustration_20_B_033,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses05_frustration_20_A_036,Ses05_frustration_20_A_034,Ses05_frustration_20_B_035,Anger,Neutral,Disappointment,2,1,1,0,0
Ses05_frustration_20_B_037,Ses05_frustration_20_B_035,Ses05_frustration_20_A_036,Anger,Disappointment,Anger,2,1,1,0,0
Ses05_frustration_20_B_040,Ses05_frustration_20_B_037,Ses05_frustration_20_A_039,Sadness,Anger,Disappointment,3,1,1,0,0
Ses05_frustration_20_B_044,Ses05_frustration_20_B_040,Ses05_frustration_20_A_043,Neutral,Sadness,Disappointment,3,1,1,0,0
Ses01_frustration_22_A_017,Ses01_frustration_22_A_015,Ses01_frustration_22_B_016,Neutral,Frustration,Neutral,2,1,1,0,0
Ses01_frustration_22_A_026,Ses01_frustration_22_A_023,Ses01_frustration_22_B_025,Neutral,Frustration,Neutral,3,1,1,0,0
Ses01_frustration_22_A_037,Ses01_frustration_22_A_035,Ses01_frustration_22_B_036,Neutral,Frustration,Neutral,2,1,1,0,0
Ses01_frustration_22_A_045,Ses01_frustration_22_A_043,Ses01_frustration_22_B_044,Neutral,Frustration,Neutral,2,1,1,0,0
Ses01_frustration_22_B_063,Ses01_frustration_22_B_061,Ses01_frustration_22_A_062,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_frustration_22_A_070,Ses01_frustration_22_A_068,Ses01_frustration_22_B_069,Neutral,Frustration,Surprise,2,1,1,0,0
Ses01_frustration_22_B_071,Ses01_frustration_22_B_069,Ses01_frustration_22_A_070,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_happy_01_B_004,Ses01_happy_01_B_003,pad,Neutral,Happiness,pad,1,None,1,0,0
Ses01_happy_01_B_010,Ses01_happy_01_B_009,pad,Happiness,Neutral,pad,1,None,1,0,0
Ses01_happy_01_B_019,Ses01_happy_01_B_010,Ses01_happy_01_A_015,Neutral,Happiness,Happiness,2,1,1,0,0
Ses01_happy_01_B_022,Ses01_happy_01_B_019,Ses01_happy_01_A_015,Happiness,Neutral,Happiness,1,2,1,0,0
Ses01_happy_01_A_023,Ses01_happy_01_A_015,Ses01_happy_01_B_022,Neutral,Happiness,Happiness,3,1,1,0,0
Ses01_happy_01_B_029,Ses01_happy_01_B_024,Ses01_happy_01_A_027,Neutral,Happiness,Neutral,2,1,1,0,0
Ses01_happy_01_B_035,Ses01_happy_01_B_029,Ses01_happy_01_A_031,Happiness,Neutral,Neutral,2,1,1,0,0
Ses01_happy_01_A_038,Ses01_happy_01_A_031,Ses01_happy_01_B_035,Happiness,Neutral,Happiness,2,1,1,0,0
Ses01_happy_01_B_039,Ses01_happy_01_B_035,Ses01_happy_01_A_038,Neutral,Happiness,Happiness,2,1,1,0,0
Ses01_happy_01_A_042,Ses01_happy_01_A_038,Ses01_happy_01_B_039,Neutral,Happiness,Neutral,2,1,1,0,0
Ses01_happy_02_A_005,Ses01_happy_02_A_004,Ses01_happy_02_B_003,Happiness,Neutral,Neutral,1,2,1,0,0
Ses01_happy_02_A_007,Ses01_happy_02_A_005,Ses01_happy_02_B_006,Neutral,Happiness,Neutral,2,1,1,0,0
Ses01_happy_02_A_026,Ses01_happy_02_A_023,Ses01_happy_02_B_024,Happiness,Neutral,Surprise,2,1,1,0,0
Ses01_happy_02_B_030,Ses01_happy_02_B_027,Ses01_happy_02_A_029,Neutral,Relaxation,Happiness,3,1,1,0,0
Ses01_happy_02_B_045,Ses01_happy_02_B_043,Ses01_happy_02_A_044,Neutral,Surprise,Happiness,2,1,1,0,0
Ses01_happy_02_A_047,Ses01_happy_02_A_046,Ses01_happy_02_B_045,Neutral,Happiness,Neutral,1,2,1,0,0
Ses01_happy_02_A_050,Ses01_happy_02_A_047,Ses01_happy_02_B_049,Happiness,Neutral,Neutral,2,1,1,0,0
Ses01_happy_02_B_053,Ses01_happy_02_B_049,Ses01_happy_02_A_052,Happiness,Neutral,Happiness,3,1,1,0,0
Ses01_happy_02_A_076,Ses01_happy_02_A_074,Ses01_happy_02_B_075,Anger,Happiness,Surprise,2,1,1,0,0
Ses01_happy_02_B_077,Ses01_happy_02_B_075,Ses01_happy_02_A_076,Happiness,Surprise,Anger,2,1,1,0,0
Ses01_happy_02_A_079,Ses01_happy_02_A_076,Ses01_happy_02_B_077,Happiness,Anger,Happiness,2,1,1,0,0
Ses01_happy_03_A_004,Ses01_happy_03_A_002,Ses01_happy_03_B_003,Happiness,Surprise,Relaxation,2,1,1,0,0
Ses01_happy_03_B_005,Ses01_happy_03_B_003,Ses01_happy_03_A_004,Neutral,Relaxation,Happiness,2,1,1,0,0
Ses01_happy_03_A_006,Ses01_happy_03_A_004,Ses01_happy_03_B_005,Neutral,Happiness,Neutral,2,1,1,0,0
Ses01_happy_03_B_012,Ses01_happy_03_B_010,Ses01_happy_03_A_011,Happiness,Neutral,Surprise,2,1,1,0,0
Ses02_happy_05_B_004,Ses02_happy_05_B_003,Ses02_happy_05_A_002,Neutral,Happiness,Happiness,1,2,1,0,0
Ses02_happy_05_A_005,Ses02_happy_05_A_002,Ses02_happy_05_B_004,Anger,Happiness,Neutral,3,1,1,0,0
Ses02_happy_05_A_006,Ses02_happy_05_A_005,Ses02_happy_05_B_004,Happiness,Anger,Neutral,1,2,1,0,0
Ses02_happy_05_B_010,Ses02_happy_05_B_008,Ses02_happy_05_A_009,Happiness,Neutral,Happiness,2,1,1,0,0
Ses02_happy_05_B_019,Ses02_happy_05_B_018,Ses02_happy_05_A_017,Neutral,Happiness,Happiness,1,2,1,0,0
Ses02_happy_05_B_021,Ses02_happy_05_B_019,Ses02_happy_05_A_020,Happiness,Neutral,Surprise,2,1,1,0,0
Ses02_happy_05_A_023,Ses02_happy_05_A_020,Ses02_happy_05_B_022,Happiness,Surprise,Happiness,3,1,1,0,0
Ses02_happy_05_B_024,Ses02_happy_05_B_022,Ses02_happy_05_A_023,Anger,Happiness,Happiness,2,1,1,0,0
Ses02_happy_05_B_026,Ses02_happy_05_B_024,Ses02_happy_05_A_025,Happiness,Anger,Happiness,2,1,1,0,0
Ses02_happy_05_A_040,Ses02_happy_05_A_038,Ses02_happy_05_B_039,Anger,Happiness,Happiness,2,1,1,0,0
Ses02_happy_05_A_042,Ses02_happy_05_A_040,Ses02_happy_05_B_041,Happiness,Anger,Frustration,2,1,1,0,0
Ses02_happy_05_B_046,Ses02_happy_05_B_043,Ses02_happy_05_A_045,Happiness,Surprise,Happiness,3,1,1,0,0
Ses02_happy_06_B_007,Ses02_happy_06_B_006,Ses02_happy_06_A_005,Neutral,Frustration,Frustration,1,2,1,0,0
Ses02_happy_06_A_010,Ses02_happy_06_A_008,Ses02_happy_06_B_007,Happiness,Surprise,Neutral,1,2,1,0,0
Ses02_happy_06_A_012,Ses02_happy_06_A_010,Ses02_happy_06_B_011,Neutral,Happiness,Neutral,2,1,1,0,0
Ses02_happy_06_B_019,Ses02_happy_06_B_016,Ses02_happy_06_A_017,Neutral,Surprise,Neutral,2,1,1,0,0
Ses02_happy_06_A_024,Ses02_happy_06_A_021,Ses02_happy_06_B_023,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses02_happy_06_A_030,Ses02_happy_06_A_028,Ses02_happy_06_B_029,Neutral,Surprise,Neutral,2,1,1,0,0
Ses02_happy_06_B_036,Ses02_happy_06_B_033,Ses02_happy_06_A_035,Neutral,Surprise,Neutral,3,1,1,0,0
Ses02_happy_06_B_039,Ses02_happy_06_B_036,Ses02_happy_06_A_038,Happiness,Neutral,Surprise,3,1,1,0,0
Ses02_happy_06_A_040,Ses02_happy_06_A_038,Ses02_happy_06_B_039,Happiness,Surprise,Happiness,2,1,1,0,0
Ses02_happy_06_B_041,Ses02_happy_06_B_039,Ses02_happy_06_A_040,Neutral,Happiness,Happiness,2,1,1,0,0
Ses02_happy_06_A_046,Ses02_happy_06_A_045,Ses02_happy_06_B_043,Happiness,Surprise,Neutral,1,3,1,0,0
Ses02_happy_06_B_047,Ses02_happy_06_B_043,Ses02_happy_06_A_046,Happiness,Neutral,Happiness,4,1,1,0,0
Ses02_happy_06_B_051,Ses02_happy_06_B_048,Ses02_happy_06_A_050,Neutral,Surprise,Surprise,3,1,1,0,0
Ses02_happy_06_A_053,Ses02_happy_06_A_050,Ses02_happy_06_B_052,Happiness,Surprise,Surprise,3,1,1,0,0
Ses02_happy_06_B_057,Ses02_happy_06_B_054,Ses02_happy_06_A_055,Happiness,Surprise,Happiness,2,1,1,0,0
Ses02_happy_06_B_064,Ses02_happy_06_B_063,Ses02_happy_06_A_062,Neutral,Disappointment,Happiness,1,2,1,0,0
Ses02_happy_06_A_065,Ses02_happy_06_A_062,Ses02_happy_06_B_064,Neutral,Happiness,Neutral,3,1,1,0,0
Ses02_happy_06_B_066,Ses02_happy_06_B_064,Ses02_happy_06_A_065,Happiness,Neutral,Neutral,2,1,1,0,0
Ses02_happy_06_A_068,Ses02_happy_06_A_065,Ses02_happy_06_B_066,Happiness,Neutral,Happiness,2,1,1,0,0
Ses03_happy_10_A_008,Ses03_happy_10_A_003,Ses03_happy_10_B_006,Neutral,Happiness,Happiness,3,1,1,0,0
Ses03_happy_10_A_011,Ses03_happy_10_A_008,Ses03_happy_10_B_009,Happiness,Neutral,Happiness,2,1,1,0,0
Ses03_happy_10_A_025,Ses03_happy_10_A_020,Ses03_happy_10_B_024,Neutral,Happiness,Happiness,3,1,1,0,0
Ses03_happy_10_A_028,Ses03_happy_10_A_025,Ses03_happy_10_B_027,Happiness,Neutral,Happiness,3,1,1,0,0
Ses03_happy_10_A_054,Ses03_happy_10_A_050,Ses03_happy_10_B_053,Happiness,Surprise,Disappointment,3,1,1,0,0
Ses03_happy_10_B_061,Ses03_happy_10_B_055,Ses03_happy_10_A_058,Happiness,Disappointment,Happiness,4,1,1,0,0
Ses03_happy_10_B_070,Ses03_happy_10_B_068,Ses03_happy_10_A_069,Happiness,Surprise,Happiness,2,1,1,0,0
Ses03_happy_12_B_002,Ses03_happy_12_B_001,pad,Happiness,Neutral,pad,1,None,1,0,0
Ses03_happy_12_A_031,Ses03_happy_12_A_027,Ses03_happy_12_B_028,Happiness,Surprise,Happiness,2,1,1,0,0
Ses03_happy_12_B_037,Ses03_happy_12_B_032,Ses03_happy_12_A_035,Happiness,Surprise,Happiness,3,1,1,0,0
Ses03_happy_12_A_050,Ses03_happy_12_A_048,Ses03_happy_12_B_049,Happiness,Surprise,Happiness,2,1,1,0,0
Ses03_happy_12_A_063,Ses03_happy_12_A_059,Ses03_happy_12_B_062,Neutral,Happiness,Happiness,3,1,1,0,0
Ses03_happy_12_A_069,Ses03_happy_12_A_066,Ses03_happy_12_B_062,Happiness,Frustration,Happiness,1,3,1,0,0
Ses03_happy_12_B_070,Ses03_happy_12_B_062,Ses03_happy_12_A_069,Neutral,Happiness,Happiness,4,1,1,0,0
Ses03_happy_12_B_073,Ses03_happy_12_B_070,Ses03_happy_12_A_071,Happiness,Neutral,Happiness,2,1,1,0,0
Ses03_happy_12_A_075,Ses03_happy_12_A_074,Ses03_happy_12_B_073,Neutral,Happiness,Happiness,1,2,1,0,0
Ses03_happy_12_B_076,Ses03_happy_12_B_073,Ses03_happy_12_A_075,Neutral,Happiness,Neutral,3,1,1,0,0
